filename,file_type,religious_group,content,content_length,word_count,chunk_id,chunk_count,has_url_content,has_ai_summary,source_url,publication_policy_year,cleaned_content
GCSE Planning Framework History Unit 1 Section B Option 1.docx,policy,option1,"1931
December
Statute of Westminster
1932
March
September
De Valera’s Fianna Fáil win the Free State General Election
The Economic War begins
1933
May
De Valera passes a law removing the Oath of Allegiance to the British monarch
1935
April
“Coal-Cattle” Pact
1936
December
Abdication Crisis
External Relations Act removes the post of Governor-General
1937
December
Bunreacht na hÉireann, the new Irish Constitution is introduced
The Irish Free State becomes known as Éire
1938
April
Anglo-Irish Agreements signed 
Return of Treaty Ports to Éire
1939
April
September
Conscription introduced in Britain
Éire declares Neutrality
Éire passes Emergency Powers Act
War begins
Northern Ireland Prime Minister declares full support for Britain
1940
September 1940 – May 1941
June
August
Fall of France to Nazi Germany
Operation Sealion
Churchill offers to end partition
Operation Eagle
The Battle of Britain
The Blitz on Britain
1941
April-May
December
Belfast Blitz
USA join the war
1942
November
Beveridge",999,153,47.0,54,False,False,,2019.0,december statute westminster march september de_valera fianna fáil win free state general election economic war begin may de_valera pass law removing oath allegiance british monarch april pact december abdication crisis external relation act remove post december bunreacht na héireann new irish constitution introduced irish free state becomes known éire april agreement signed return treaty port éire april september conscription introduced britain éire declares neutrality éire pass emergency power act war begin prime minister declares full support britain september may june august fall france nazi germany operation sealion churchill offer end partition operation eagle battle britain blitz britain december belfast blitz usa join war november beveridge
GCSE Planning Framework History Unit 1 Section B Option 1.docx,policy,option1,"The Blitz on Britain
1941
April-May
December
Belfast Blitz
USA join the war
1942
November
Beveridge Report
1943
April
Basil Brooke becomes Prime Minister of Northern Ireland
1944
June
D-Day landings
1945
June
Introduction of Welfare State
1947
March
Northern Ireland Education Act
1948
February
De Valera loses General Election
1949
February
April
June
Chapel Gate Election
Republic of Ireland Act
Ireland Act
Topic
Resources
The partitioning of Ireland
Madden and McBride (2004) History for CCEA GCSE
Madden (2007) History for CCEA GCSE Revision Guide 
Madden (2009) History for CCEA GCSE 
Madden (2011) History for CCEA Revision Guide 
DVD: Seven Ages – Building a New State
DVD: Understanding Northern Ireland –A Violent Birth
Gillespie and Jones (1995) Northern Ireland and Its Neighbours since 1920
www.schoolshistory.org.uk/gcse/Ireland/partition.htm 
www.bbc.co.uk/bitesize/ks3/history/20th_century/ireland_20th_century/revision/4/ 
www.bbc.co.uk/education/guides/ztk9d2p/revision/1 
www.",995,128,48.0,54,False,False,,2019.0,blitz britain december belfast blitz usa join war november beveridge report april basil brooke becomes prime minister june landing june introduction welfare state march act february de_valera loses general election february april june chapel gate election republic act act topic partitioning madden mcbride ccea gcse madden ccea gcse revision guide madden ccea gcse madden ccea revision guide dvd age building new state dvd understanding violent birth gillespie jones neighbour since www
GCSE Planning Framework History Unit 1 Section B Option 1.docx,policy,option1,"th_century/ireland_20th_century/revision/4/ 
www.bbc.co.uk/education/guides/ztk9d2p/revision/1 
www.youtube.com/watch?v=iRxr681atls
From Irish Free State to Éire
Madden and McBride (2004) History for CCEA GCSE
Madden (2007) History for CCEA GCSE Revision Guide 
Madden (2009) History for CCEA GCSE 
Madden (2011) History for CCEA Revision Guide 
DVD: Seven Ages – Building a New State
DVD: Understanding Northern Ireland –A Violent Birth
Gillespie and Jones (1995) Northern Ireland and Its Neighbours since 1920
Johnston (1997) Peace, War and Neutrality: Britain, Northern Ireland and Éire 1935–1949
www.bbc.co.uk/education/guides/ztk9d2p/revision/1
The Economic War
Madden and McBride (2004) History for CCEA GCSE
Madden (2007) History for CCEA GCSE Revision Guide 
Madden (2009) History for CCEA GCSE 
Madden (2011) History for CCEA Revision Guide 
www.bbc.co.uk/education/guides/zs27xnb/revision
www.bbc.co.",910,111,49.0,54,False,False,,2019.0,irish free state éire madden mcbride ccea gcse madden ccea gcse revision guide madden ccea gcse madden ccea revision guide dvd age building new state dvd understanding violent birth gillespie jones neighbour since johnston peace war neutrality britain éire economic war madden mcbride ccea gcse madden ccea gcse revision guide madden ccea gcse madden ccea revision guide
GCSE Planning Framework History Unit 1 Section B Option 1.docx,policy,option1,"(2011) History for CCEA Revision Guide 
www.bbc.co.uk/education/guides/zs27xnb/revision
www.bbc.co.uk/education/guides/z3htn39/revision
Gillespie and Jones (1995) Northern Ireland and Its Neighbours since 1920
Northern Ireland and World War II
Madden and McBride (2004) History for CCEA GCSE
Madden (2007) History for CCEA GCSE Revision Guide 
Madden (2009) History for CCEA GCSE 
Madden (2011) History for CCEA Revision Guide 
DVD: We Fought on D Day: Northern Ireland Soldiers 
www.bbc.co.uk/education/guides/zxd8jxs/revision
www.bbc.co.uk/education/guides/zp7qmp3/revision
www.bbc.co.uk/education/guides/z2k9d2p/revision
www.bbc.co.uk/education/guides/zwrg4wx/revision
Gillespie and Jones (1995) Northern Ireland and Its Neighbours since 1920
Johnston (1997) Peace, War and Neutrality: Britain, Northern Ireland and Éire 1935–1949
www.bbc.co.uk/news/uk-northern-ireland-36040259
www.youtube.",894,92,50.0,54,False,False,,2019.0,ccea revision guide gillespie jones neighbour since second world war madden mcbride ccea gcse madden ccea gcse revision guide madden ccea gcse madden ccea revision guide dvd fought day soldier gillespie jones neighbour since johnston peace war neutrality britain éire
GCSE Planning Framework History Unit 1 Section B Option 1.docx,policy,option1,"in, Northern Ireland and Éire 1935–1949
www.bbc.co.uk/news/uk-northern-ireland-36040259
www.youtube.com/watch?v=x3M5g-H5TjM
Éire’s neutrality and its impact on relationships during the war
Madden and McBride (2004) History for CCEA GCSE
Madden (2007) History for CCEA GCSE Revision Guide 
DVD: Leargas – Ireland, Neutral, at Sea
DVD: Seven Ages – Ireland 1940–1950
www.bbc.co.uk/education/guides/zxd8jxs/revision
www.bbc.co.uk/education/guides/zp7qmp3/revision
www.bbc.co.uk/education/guides/zsm26sg/revision
www.bbc.co.uk/education/guides/zwrg4wx/revision
Gillespie and Jones (1995) Northern Ireland and Its Neighbours since 1920
Johnston (1997) Peace, War and Neutrality: Britain, Northern Ireland and Éire 1935-1949
German attacks and their impact on Britain, Northern Ireland and Éire, 1945–49
Madden and McBride (2004) History for CCEA GCSE
Madden (2007) History for CCEA GCSE Revision Guide 
www.johndclare.net/wwii6.htm 
www.johndclare.net/wwii6b.",954,104,51.0,54,False,False,,2019.0,éire éire neutrality impact relationship war madden mcbride ccea gcse madden ccea gcse revision guide dvd leargas neutral sea dvd age gillespie jones neighbour since johnston peace war neutrality britain éire german attack impact britain éire madden mcbride ccea gcse madden ccea gcse revision guide world world
GCSE Planning Framework History Unit 1 Section B Option 1.docx,policy,option1,"2007) History for CCEA GCSE Revision Guide 
www.johndclare.net/wwii6.htm 
www.johndclare.net/wwii6b.htm
DVD: Battlefield Britain: Battle of Britain
DVD: Landmarks – Britain since 1930 – The Blitz 
DVD: Belfast Blitz in Words and Songs
www.bbc.co.uk/education/guides/zp7qmp3/revision
Sandra Gillespie and Gerry Jones (1995) Northern Ireland and Its Neighbours since 1920
Norman Johnston (1997) Peace, War and Neutrality: Britain, Northern Ireland and Éire 1935–1949
www.bbc.co.uk/news/uk-northern-ireland-36040259
www.youtube.com/watch?v=NQG7txttsfc
Life in post-war Northern Ireland and Éire 1945–49
Madden and McBride (2004) History for CCEA GCSE
Madden (2007) History for CCEA GCSE Revision Guide 
www.bbc.co.uk/education/guides/zy6xhyc/revision
www.bbc.co.uk/schools/gcsebitesize/history/mwh/britain/welfarestaterev1.shtml 
DVD: Landmarks – Britain since 1930 – A better Britain for all
www.bbc.co.uk/education/guides/zcyf34j/revision
www.bbc.co.",949,100,52.0,54,False,False,,2019.0,ccea gcse revision guide world world dvd battlefield britain battle britain dvd landmark britain since blitz dvd belfast blitz word song sandra gillespie gerry jones neighbour since norman johnston peace war neutrality britain éire life éire madden mcbride ccea gcse madden ccea gcse revision guide dvd landmark britain since better britain
GCSE Planning Framework History Unit 1 Section B Option 1.docx,policy,option1,"in since 1930 – A better Britain for all
www.bbc.co.uk/education/guides/zcyf34j/revision
www.bbc.co.uk/education/guides/z93vgk7/revision
Gillespie and Jones (1995) Northern Ireland and Its Neighbours since 1920
Johnston (1997) Peace, War and Neutrality: Britain, Northern Ireland and Éire 1935–1949
Constitutional changes and effects on relationships
Madden and McBride (2004) History for CCEA GCSE
Madden (2007) History for CCEA GCSE Revision Guide 
DVD: Seven Ages – The New Republic from 1949
www.bbc.co.uk/education/guides/z93vgk7/revision
Gillespie and Jones (1995) Northern Ireland and Its Neighbours since 1920
Johnston (1997) Peace, War and Neutrality: Britain, Northern Ireland and Éire 1935–1949",705,89,53.0,54,False,False,,2019.0,since better britain gillespie jones neighbour since johnston peace war neutrality britain éire constitutional change effect relationship madden mcbride ccea gcse madden ccea gcse revision guide dvd age new republic gillespie jones neighbour since johnston peace war neutrality britain éire
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"530987580949Peace, War and Neutrality:512699944270Britain, Northern Ireland and Ireland 1932-495614672480767UNIT O ANGLO-IRISH RELATIONSHIPS UP TO THE OUTBREAK OF THE SECOND WORLD WAR, SEPTEMBER 19394974593698748IRELAND BEFORE 1932 PARTITION4852674202887Northern Ireland was established by the 1920 government of Ireland Act. This Act partitioned Ireland into two parts governed by separate parliaments:4852674732020• a 26-county Southern Ireland ( which later became the Irish Free State)4822194900574• a six-county Northern Ireland.4791715126736The Act gave these parliaments control over areas such as education, health and transport. Westminster would keep responsibility for defence, foreign policy and taxation. Proportional Representation (PR) would ensure that the minorities would be properly represented.4883155910682IRISH FREE STATE4761236099353The terms of the Act were unacceptable to Irish Republicans.",916,109,0.0,75,False,False,,2011.0,war relationship outbreak second world war september established government act act partitioned part governed separate southern later became irish free state act gave parliament control area health transport westminster keep responsibility defence foreign policy taxation proportional representation pr ensure minority properly free term act unacceptable irish republican
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"83155910682IRISH FREE STATE4761236099353The terms of the Act were unacceptable to Irish Republicans. The Anglo-Irish War which had started in 1919 continued between the4700276406896Irish Republican Army (IRA) and British forces. In July 1921 both sides agreed a ceasefire and began to talk. In December 1921 Sinn Fein, Ireland's largest political party, reached agreement with the British and signed the Anglo-Irish Treaty, establishing the Irish Free State as a dominion of the British Commonwealth. Not everyone was happy with the terms of the Treaty and Eamon de Valera, a Sinn Fein leader, led4700277327392:he anti-Treaty side in an ultimately unsuccessful Civil War. In 1926 he established a new party, Fianna Fail. It entered the Dail (the parliament in Southern Ireland) in 1927 and by 1928 had become the official opposition party.4852678108290NORTHERN IRELAND4761238302752The government of Ireland Act delighted Unionists, as it gave them .:.:ntrol over their own affairs.",981,144,1.0,75,False,False,,2011.0,free term act unacceptable irish republican war started continued republican army ira british force july side agreed ceasefire began talk december sinn féin largest political party reached agreement british signed treaty establishing irish free state dominion british commonwealth everyone happy term treaty eamon de_valera sinn féin leader side ultimately unsuccessful civil war established new party fianna fail entered dail parliament southern become official opposition government act delighted unionist gave ntrol affair
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"The government of Ireland Act delighted Unionists, as it gave them .:.:ntrol over their own affairs. They lost no time in holding elections for the new parliament and their leader, Sir James Craig (Lord Craigavon -om 1927), became Prime Minister.6925691537362( ::c 3 0 I m53407311730350~~~~~::a49170593746297WHAT YOU NEED TO KNOW49201073971544Before looking at developments after 1932, you should gain a little background knowledge49170594431487of how and why Ireland was partitioned and what impact partition had.70049399970008c12255500101894641a490728163068History for CCEA GCSE Revision Guide478536579425THE FREE STATE UNDER DE VALERA» CEMENTING INDEPENDENCE4785361121359Following a general election in March 1932, Fianna Fail, with the support of the Irish Labour Party, became the Free State's government. De Valera soon moved to change parts of the Anglo-Irish Treaty, removing the links with Britain.",907,121,2.0,75,False,False,,2011.0,government act delighted unionist gave ntrol affair lost time holding election new parliament leader sir james craig lord craigavon became prime need looking development gain little background partitioned impact partition ccea gcse revision free state de_valera cementing general election march fianna fail support irish labour party became free state government de_valera soon moved change part treaty removing link britain
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"nt. De Valera soon moved to change parts of the Anglo-Irish Treaty, removing the links with Britain.4846321846783• In November 1932 London recalled the Governor General (an official who represented the monarch) as Fianna Fail ministers were snubbing him. His replacement was a Fianna Fail politician. His powers were limited, he never lived in the Governor General's official residence and he undertook no official duties.4907282645969• The Removal of the Oath Act (May 1933) eliminated the Oath of Allegiance to the British Monarch that all members of the Dail had to swear.4937763129991• In May 1933 the Free State Constitution was changed to stop people appealing Irish Court verdicts to the Privy Council. In 1935 London challenged these actions before the Privy Council. It ruled that the 1931 Statute of Westminster gave de Valera the power to make the changes he was making.4998723922471• De Valera used the December 1936 abdication crisis to pass the External Relations Act.",982,154,3.0,75,False,False,,2011.0,nt de_valera soon moved change part treaty removing link november london recalled governor general official represented monarch fianna fail minister snubbing replacement fianna fail politician power limited never lived governor general official residence undertook official removal oath act may eliminated oath allegiance british monarch member dail may free state constitution changed stop people appealing irish court verdict privy council london challenged action privy council ruled statute westminster gave de_valera power make change de_valera used december abdication crisis pas external relation act
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"998723922471• De Valera used the December 1936 abdication crisis to pass the External Relations Act. By this the King's official role within the6461764239768Free State was ended, even though in legal terms Ireland remained a member of the Commonwealth. As a result, the position of Governor General also ceased to exist.5029204999634THE ECONOMIC WAR LAND ANNUITIES5120645522671Land reform had been one of the biggest issues in nineteenth-century Irish history. The 1870 Land Act tried to solve the problem by lending tenants money to buy land. Each year the farmers paid back part of the loan (known as land annuities). Between 1922 and 1932 the money was collected by the Irish government and sent on to London.5273046304483Following his election, de Valera stopped these payments. He argued that:5273046691274• The Irish economy was suffering from the worldwide economic depression.5303527000951• The British government had abolished Northern Ireland's land annuities.",970,142,4.0,75,False,False,,2011.0,de_valera used december abdication crisis pas external relation act king official role within state ended even though legal term remained member commonwealth result position governor general ceased economic war land reform biggest issue irish land act tried solve problem lending tenant money buy land farmer paid back part loan known land annuity money collected irish government sent election de_valera stopped payment argued irish economy suffering worldwide economic british government abolished land annuity
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"ic depression.5303527000951• The British government had abolished Northern Ireland's land annuities. Farmers in the Free State should be treated the same.5364487521854THE ECONOMIC WAR5364487720889Britain responded by imposing duties of 20 per cent on Free State imports. The Irish Government took the following measures:5425448105242• A snap general election was called in January 1933. This gave de Valera enough seats to rule without the Labour Party, strengthening his position.5455928563661• Similar duties on imports from Great Britain and Northern Ireland6888488724290were imposed.5455928943137The standoff (known as the Economic War) continued for six years, although in 1935 both sides took a step back by agreeing the Coal-Cattle Pact that made trade in these two essential commodities much easier.5638809615830IMPACT ON THE IRISH ECONOMY5547369813036As 90 per cent of Irish exports went to Britain, this war had a significant impact.",943,130,5.0,75,False,False,,2011.0,ic british government abolished land annuity farmer free state treated economic responded imposing duty per cent free state import irish government took following snap general election called january gave de_valera enough seat rule without labour party strengthening similar duty import great britain standoff known economic war continued although side took step back agreeing pact trade essential commodity irish per cent irish export went britain war significant impact
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"NOMY5547369813036As 90 per cent of Irish exports went to Britain, this war had a significant impact.5081016689762WHAT YOU NEED TO KNOW5068824929030Once in power, de Valera moved rapidly to put distance between the Free State and Britain. You should be able to explain the different steps that he took and how they impacted on Anglo-Irish relations.51084482454554ACTIVITIES510844827913581 Create a timeline of the key changes in the Irish Free State's relationship with52395123264408the British Commonwealth, 1932-36.509930436207192 Use the headings below to summarise how de Valera redefined the Irish Free State's relationship with the British Commonwealth:52364644445508• Governor General52334164605223• Oath of allegiance52334164763719• British Privy Council52303684919167• External Relations Act50413925277612WHAT YOU NEED TO KNOW50444405501030Make sure you understand what caused the Economic War, what form it took, how it was ended and what impact it had on relations within the British Isles.",1000,132,6.0,75,False,False,,2011.0,per cent irish export went britain war significant need power de_valera moved rapidly put distance free state britain able explain different step took impacted create timeline key change irish free state relationship british commonwealth use heading summarise de_valera redefined irish free state relationship british governor oath british privy external relation need sure understand caused economic war form took ended impact relation within british isle
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"r, what form it took, how it was ended and what impact it had on relations within the British Isles.51450247648346ACTIVITY508406479668621 Analyse the beginning of the Economic War using the following headings:52212248462772• Land annuities before 192252212248622487• Land annuities 1922-3252181768771839• Why de Valera withheld53279048946185payment52181769076639• British response52151289229039• Irish response52151289385402• De Valera's hopes for Irish industry00576707173126PEACE, WAR AND NEUTRALITY: BRITAIN, NORTHERN IRELAND AND IRELAND 1932-49463931591922Farming451739792175Irish farmers probably suffered most with a 35 per cent reduction in cattle exports (from 1929 levels), resulting in massive overproduction of beef.4395471106119The Dublin government offered grants to encourage farmers to increase production of new crops such as sugar beet and wheat.",863,102,7.0,75,False,False,,2011.0,r form took ended impact relation within british analyse beginning economic war using following land annuity land annuity de_valera british irish de_valera hope irish war neutrality britain farmer probably suffered per cent reduction cattle export resulting massive overproduction dublin government offered grant encourage farmer increase production new crop sugar beet wheat
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"ffered grants to encourage farmers to increase production of new crops such as sugar beet and wheat. However, this met with limited success as these crops were grown at the expense of others, such as barley, and it was only the bigger farmers who made the switch. As a result, living standards fell even though taxes were raised to compensate farmers. At the same time, smaller-scale farmers did benefit from the reduction in the annuity payments, now made to the Dublin government.4456432434133Industry4304032648712De Valera hoped that increasing the price of British goods would encourage the development of Irish industries. This failed to happen, mainly due to a lack of investment. Any new companies set up were not really geared towards exports and as a result the economy experienced a trade deficit. On the other hand, the lack of coal from the UK did result in a period of growth for the local peat industry.",917,153,8.0,75,False,False,,2011.0,ffered grant encourage farmer increase production new crop sugar beet wheat however met limited success crop grown expense others barley bigger farmer switch result living standard fell even though tax raised compensate farmer time farmer benefit reduction annuity payment dublin hoped increasing price british good encourage development irish industry failed happen mainly due lack investment new company set geared towards export result economy experienced trade deficit hand lack coal uk result period growth local peat industry
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"her hand, the lack of coal from the UK did result in a period of growth for the local peat industry.4243073748430THE BRITISH AND NORTHERN IRISH ECONOMIES4121153944112The Economic War led to a deterioration in Anglo- Irish relations. Economically it had a much greater impact on the Northern Irish economy than on the British economy, although there is some evidence that unemployment in Britain did increase as a result of the Economic War. While Great Britain had many other markets for its goods, much of Northern Ireland's economic prosperity had been built upon strong crossborder trade with the Free State. However, Northern Ireland's farmers had the chance to provide Britain with goods no longer being supplied by the Irish Free State.4060195576621THE 1937 CONSTITUTION BUNREACHT NA HEIREANN4060196083808In 1937 de Valera introduced a new constitution, Bunreacht na hEireann.",882,134,9.0,75,False,False,,2011.0,hand lack coal uk result period growth local peat british irish economic war led deterioration irish relation economically greater impact irish economy british economy although evidence unemployment britain increase result economic war great britain market good economic prosperity built upon strong crossborder trade free state however farmer chance provide britain good longer supplied irish free constitution bunreacht na de_valera introduced new constitution bunreacht na heireann
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"ACHT NA HEIREANN4060196083808In 1937 de Valera introduced a new constitution, Bunreacht na hEireann. It included three significant changes from the 1922 constitution:41821164486541 The Irish Free State would henceforth be known as Eire.40601966470782 The title of the head of government would be Taoiseach.40297168369693 The (mainly ceremonial) head of state would have the title of President. The position would be decided by an election, held every seven years. In 1938 Douglas Hyde, a well-known Gaelic scholar, became the first President of Eire.3907797516673The constitution recognised Irish as the state's official language. It also said that the Catholic Church would have a 'special position' although 'freedom of conscience and the free profession and practice of religion' was granted to other faiths. Article II claimed the right to rule over the whole island. Article III added that until partition ended, Eire's laws would only apply to the 26 counties currently governed by Dublin.",995,148,10.0,75,False,False,,2011.0,acht na de_valera introduced new constitution bunreacht na heireann included significant change irish free state henceforth known title head government mainly ceremonial head state title president position decided election held every douglas hyde gaelic scholar became first president constitution recognised irish state official language said catholic church position although conscience free profession practice religion granted faith article ii claimed right rule whole island article iii added partition ended eire law apply county currently governed dublin
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"until partition ended, Eire's laws would only apply to the 26 counties currently governed by Dublin.3846838431378Nowhere in the new constitution was the King mentioned. Eire had become a republic in all but name, yet the country still remained part of the Commonwealth because de Valera believed that breaking the link would make partition even harder to end.5063363699211ACTIVITY499325910296142 Examine the impact of the Economic War by writing51243231346911a sentence on each of the following areas:51212751697736• Impact on the Irish economy51182272011680• Impact on the British and Northern Irish economies51121312322576• Impact on relations between Britain, Northern Ireland and Ireland48591475666232WHAT YOU NEED TO KNOW48408595888736You must be able to explain what the key articles of Bunreacht na hEireann were and how London and Belfast reacted to them.48804836938772ACTIVITIES488048372633841 Create a spider diagram illustrating the three key constitutional changes made.",982,132,11.0,75,False,False,,2011.0,partition ended eire law apply county currently governed new constitution king mentioned eire become republic name yet country still remained part commonwealth de_valera believed breaking link make partition even harder examine impact economic war sentence following impact irish impact british irish impact relation britain need must able explain key article bunreacht na heireann london belfast reacted create spider diagram illustrating key constitutional change
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"ITIES488048372633841 Create a spider diagram illustrating the three key constitutional changes made.486524377541122 Analyse the terms of Bunreacht na hEireann using the following headings:49963078241182• Irish language49932598399983• Catholic Church49902118552383• Other faiths49871638701735• Northern Ireland49841158857183• King49810679009583• Commonwealth685558710047732E1225550548640209398History for CCEA GCSE Revision Guide548640639775REACTIONS542544843991London decided that the changes did not alter the existing relationship with Dublin. However, Bunreacht na hEireann reinforced Unionist fears and suspicions and strengthened their determination to remain within the UK.5516881462430The Unionist government strongly criticised Bunreacht na hEireann. In particular it condemned Article II and denounced the particular mention of the position of the Catholic Church and the Irish language.",896,97,12.0,75,False,False,,2011.0,create spider diagram illustrating key constitutional change analyse term bunreacht na heireann using following irish catholic ccea gcse revision decided change alter existing relationship dublin however bunreacht na heireann reinforced unionist fear suspicion strengthened determination remain within unionist government strongly criticised bunreacht na heireann particular condemned article ii denounced particular mention position catholic church irish language
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"and denounced the particular mention of the position of the Catholic Church and the Irish language. Craigavon used the opportunity to call a snap general election in 1938, resulting in an increased majority for his party.5669282279599Northern Nationalists were also dissatisfied with Bunreacht na hEireann. Despite the inclusion of Articles HI and III, it could be argued that, by removing almost all links with Britain and the Commonwealth, the new constitution had actually strengthened partition, making eventual reunification even more unlikely.5760723293364THE ANGLO-IRISH AGREEMENT OF 1938»5791203504895Chamberlain decided that in light of the growing tensions in Europe ( the result of the emergence and growth of fascism, nazism and communism), Anglo-Irish relations needed to improve. This would mean:5882644048049• ending the Economic War5882644187952• resolving the issue of the treaty ports (three British naval bases in Eire).",939,132,13.0,75,False,False,,2011.0,denounced particular mention position catholic church irish language craigavon used opportunity call snap general election resulting increased majority nationalist dissatisfied bunreacht na heireann despite inclusion article hi iii argued removing almost link britain commonwealth new constitution actually strengthened partition making eventual reunification even agreement decided light growing tension europe result emergence growth fascism nazism communism relation needed improve ending economic resolving issue treaty port british naval base eire
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"nomic War5882644187952• resolving the issue of the treaty ports (three British naval bases in Eire).5882644438802Although Chamberlain recognised the strategic value of the ports, he5943604602175also knew that they were out of date. He therefore decided that returning them would help end the Economic War and result in Eire's assistance if war broke out.6004565071872For his part de Valera was keen to get the ports back. He wanted to safeguard Eire's neutrality and believed that Britain's continued control of the ports would weaken Eire's claims to neutrality and leave her open to attack.6065525693359The two governments began to talk in January 1938. In April they signed three separate agreements. As a result the Economic War (and6096006001207the duties imposed during it) was ended and the three treaty ports were returned to Eire. Eire also agreed to pay Britain £10 million to resolve the annuities question.",918,140,14.0,75,False,False,,2011.0,nomic resolving issue treaty port british naval base eire chamberlain recognised strategic value port knew date therefore decided returning help end economic war result eire assistance war broke part de_valera keen get port back wanted safeguard eire neutrality believed britain continued control port weaken eire claim neutrality leave open government began talk january april signed separate agreement result economic war duty imposed ended treaty port returned eire eire agreed pay britain million resolve annuity
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"ere returned to Eire. Eire also agreed to pay Britain £10 million to resolve the annuities question.6156966467856While the agreements received a generally favourable response, the return of the treaty ports was sharply criticised by Craigavon and Winston Churchill. Churchill did not believe that Eire would allow Britain to use the ports in a war and felt that their return would weaken the security6217927080199of both nations. Unionists were also fearful that the improvement in Anglo-Irish relations might lead to reunification with Ireland.010070287a5209032751027ACTIVITY514502410814303 How did the following groups react to Bunreacht na hEireann?52913281591970• British government52882801755343• Northern Irish government52882801913839• Northern Nationalists50993043347009WHAT YOU NEED TO KNOW50993043571951You must be able to explain the reasons why Britain and Eire decided to end their differences and understand the different reactions to their decision.",964,126,15.0,75,False,False,,2011.0,ere returned eire eire agreed pay britain million resolve annuity agreement received generally favourable response return treaty port sharply criticised craigavon winston churchill churchill believe eire allow britain use port war felt return weaken nation unionist fearful improvement relation might lead reunification following group react bunreacht na heireann british irish need must able explain reason britain eire decided end difference understand different reaction decision
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"and Eire decided to end their differences and understand the different reactions to their decision.51450244692396ACTIVITIES514502450136551 Summarise the different attitudes to the issue of the treaty ports under the following headings:52821845668366• Chamberlain's attitude52821845827471• De Valera's attitude514197660167522 Analyse the Anglo-Irish Agreement under the following headings:52821846521806• Date52821846677863• Key terms52821846830263• Majority response52821846976567• Churchill's response52821847138111• Unionists' response00582803127711PEACE, WAR AND NEUTRALITY: BRITAIN, NORTHERN IRELAND AND IRELAND 1932-49457835532486RESPONSE OF NORTHERN IRELAND TO THE THREAT OF WAR4639311022299CONSCRIPTION4578351234440In April 1939 London announced the introduction of conscription in response to the deteriorating international situation. However, the fear of a negative nationalist reaction meant that conscription was not extended to Northern Ireland.",958,101,16.0,75,False,False,,2011.0,eire decided end difference understand different reaction summarise different attitude issue treaty port following chamberlain de_valera analyse agreement following key majority churchill unionist war neutrality britain threat april london announced introduction conscription response deteriorating international situation however fear negative nationalist reaction meant conscription extended
Madden (2011) ccea revision guide chp 2 peace war neutrality.docx,textbook,option1,"ear of a negative nationalist reaction meant that conscription was not extended to Northern Ireland. An irate Craigavon demanded that the decision be reversed.4517392011680This demand annoyed Nationalists and the North's Catholic bishops issued a statement opposing Craigavon's appeal. De Valera also voiced his concerns.4517392475586Craigavon reluctantly accepted the decision following a meeting with Chamberlain in May 1939.4486912788920To compensate, Northern Ireland was awarded over £6 million in defence contracts. Particularly involved were the Short and Harland aircraft factory and the Harland and Wolff shipyard. While this resulted4486913248558in a fall of over 30,000 in unemployment levels during 1939, it also meant that in a war Belfast could be a target for enemy bombers.",789,110,17.0,75,False,False,,2011.0,ear negative nationalist reaction meant conscription extended irate craigavon demanded decision demand annoyed nationalist north catholic bishop issued statement opposing craigavon appeal de_valera voiced reluctantly accepted decision following meeting chamberlain may compensate awarded million defence contract particularly involved short harland aircraft factory harland wolff shipyard fall unemployment meant war belfast target enemy bomber
